Gene,AJ2,AJ3,AJ4,AN2,AN3,AN4
Spis11168,101,55,166,110,51,73
Spis11169,272,173,805,347,171,267
Spis11170,91,45,141,106,65,77
Spis11171,51,31,185,76,42,61
Spis11172,352,147,745,255,179,241
Spis11173,118,58,353,155,97,133
Spis11174,296,86,554,268,127,165
Spis11175,383,166,803,407,191,303
Spis11176,225,60,689,168,104,183
Spis11177,5,8,20,11,11,7
Spis11178,59,11,76,35,15,13
Spis11179,34,15,85,35,20,33
Spis11180,4,0,1,2,0,0
Spis11181,10,6,12,8,8,6
Spis11182,0,0,1,0,0,0
Spis11183,1,0,0,0,0,0
Spis11184,0,0,0,1,0,0
Spis11185,1,0,0,0,0,0
Spis11186,0,4,6,4,9,2
Spis11187,1,3,1,0,0,0
Spis11188.t1,54,39,168,62,49,78
Spis11189,6,1,4,4,4,0
Spis11190,0,0,0,0,1,1
Spis11191,4,0,0,2,3,1
Spis11192.t1,54,14,60,87,33,20
Spis11193,316,67,684,369,171,232
Spis11194,68,51,101,100,61,23
Spis11195,21,34,87,48,31,31
Spis11196,157,88,293,128,89,123
Spis11197,160,98,387,110,112,148
Spis11198,13,10,37,11,15,14
Spis11199,44,30,153,46,36,59
Spis11200,187,87,384,173,110,104
Spis11201,12,1,11,5,3,8
Spis11202,6,4,20,3,7,7
Spis11203,269,109,492,222,137,178
Spis11204,104,77,218,171,99,90
Spis11205,34,26,102,85,45,40
Spis11206,80,44,195,89,42,62
Spis11207,1175,521,2112,1132,687,945
Spis11208,6,4,8,3,1,9
Spis11209,23,6,74,25,17,22
Spis11210,0,0,0,0,1,0
Spis11211.t1,467,275,1398,701,365,429
Spis11212,180,101,438,190,129,147
Spis11213,8,6,24,4,5,8
Spis11214,38,14,65,55,20,32
Spis11215,37,21,115,37,19,38
Spis11216,8,7,35,10,12,11
Spis11217,26,17,123,29,22,23
Spis11218,26,9,43,23,2,17
Spis11219,172,102,427,160,108,134
Spis11220.t1,289,157,867,346,201,252
Spis11221,23,11,82,32,13,28
Spis11222,16,13,65,26,12,12
Spis11223,43,32,89,38,32,39
Spis11224,27,18,126,49,35,40
Spis11225,34,17,69,46,33,34
Spis11226,573,240,1112,492,256,391
Spis11227,69,45,112,83,55,49
Spis11228,1,1,6,3,0,1
Spis11229,59,25,91,39,33,55
Spis11230,4,4,9,14,2,4
Spis11231,0,0,2,0,0,0
Spis11232,5,2,4,6,4,0
Spis11233,14,1,11,14,7,3
Spis11234,7,4,22,29,12,20
Spis11235,21,18,69,49,30,21
Spis11236,0,1,0,0,0,0
Spis11237,0,0,3,6,4,1
Spis11238,2,2,3,3,1,2
Spis11239,1,2,2,3,0,1
Spis11240,13,3,25,8,5,6
Spis11241,2,0,2,2,4,1
Spis11242,3,4,11,15,7,4
Spis11243,90,60,218,126,65,131
Spis11244,44,35,182,52,26,67
Spis11245,18,4,27,8,9,8
Spis11246,17,11,53,23,19,20
Spis11247,58,35,203,57,49,66
Spis11248,4,2,16,7,4,0
Spis11249,41,24,67,24,15,31
Spis11250,58,49,123,44,38,72
Spis11251,4,2,6,1,2,8
Spis11252,4,4,27,12,11,9
Spis11253,67,33,88,42,40,51
Spis11254,19,5,24,19,15,19
Spis11255,162,74,440,173,93,145
Spis11256.t1,97,51,172,69,51,57
Spis11257.t2,253,183,716,325,180,215
Spis11258,87,51,200,100,69,86
Spis11259,87,36,179,60,37,50
Spis11260,3,1,8,5,2,1
Spis11261,189,95,651,246,162,221
Spis11262,103,39,249,88,62,77
Spis11263,675,229,1550,678,414,718
Spis11264,34,21,79,23,24,24
Spis11265,1291,418,2164,1697,717,930
Spis11266,36,34,169,41,26,55
Spis11267,143,89,262,113,68,158
Spis11268,43,29,102,41,25,38
Spis11269.t1,146,130,558,143,108,160
Spis11270,33,9,82,27,20,33
Spis11271,144,52,252,92,75,115
Spis11272,144,80,258,158,96,123
Spis11273,43,15,96,27,32,38
Spis11274,20,15,68,25,23,32
Spis11275,39,20,102,41,14,35
Spis11276,108,63,305,123,81,109
Spis11277,32,18,66,96,56,51
Spis11278,93,50,290,145,83,105
Spis11279,27,9,60,32,29,27
Spis11280,12,4,20,10,8,11
Spis11281.t1,66,23,186,106,55,75
Spis11282,196,74,457,233,173,183
Spis11283,38,5,76,40,40,28
Spis11284,3,4,9,9,4,4
Spis11285,122,42,209,100,85,69
Spis11286,12,9,39,25,12,23
Spis11287,72,57,137,46,47,61
Spis11288,29,17,82,27,18,29
Spis11289.t3,174,94,468,225,106,157
Spis11290,17,11,35,17,8,14
Spis11291,63,33,193,97,57,81
Spis11292,2,1,15,2,3,2
Spis11293,3,3,8,4,5,8
Spis11294,33,27,62,43,28,32
Spis11295,25,8,20,32,13,5
Spis11296,19,10,26,26,22,13
Spis11297,13,8,19,8,1,14
Spis11298,29,12,43,29,19,26
Spis11299,15,3,19,14,5,3
Spis11300,1,1,0,2,0,0
Spis11301,15,1,15,19,4,4
Spis11302,665,265,1658,898,491,498
Spis11303,41,24,128,77,38,60
Spis11304,42,20,119,35,21,34
Spis11305,45,31,76,51,56,22
Spis11306,62,45,156,47,41,53
Spis11307,5,1,5,3,4,4
Spis11308,0,0,0,0,0,0
Spis11309,56,8,35,16,5,11
Spis11310,188,92,658,219,135,259
Spis11311,14,1,16,6,0,6
Spis11312,47,18,127,52,44,43
Spis11313,80,44,256,104,46,79
Spis11314,3,0,1,0,0,0
Spis11315,30,8,29,10,7,11
Spis11316,164,74,263,149,76,86
Spis11317,27,25,76,24,14,18
Spis11318,85,42,233,118,62,87
Spis11319,53,32,111,52,49,37
Spis11320,168,88,464,222,109,145
Spis11321.t1,75,49,228,84,45,51
Spis11322,140,75,187,168,97,57
Spis11323.t1,23,20,49,26,18,17
Spis11324,19,10,23,22,9,19
Spis11325,1,2,4,3,3,1
Spis11326,225,141,649,267,172,195
Spis11327,853,356,1811,998,562,620
Spis11328,44,28,126,5,2,11
Spis11329,15,12,35,16,13,19
Spis11330,1401,476,2940,1521,742,1167
Spis11331,149,59,449,169,105,137
Spis11332,1,2,4,0,4,2
Spis11333,8,6,49,12,8,18
Spis11334,219,109,591,177,138,216
Spis11335,12,10,37,10,6,18
Spis11336,16,10,37,15,9,15
Spis11337,136,58,254,115,86,118
Spis11338,20,6,24,8,8,13
Spis11339,234,99,448,220,146,153
Spis11340,21,8,46,11,20,19
Spis11341,185,96,398,207,126,120
Spis11342.t1,815,526,2205,1179,692,837
Spis11343,2,1,11,22,30,45
Spis11344.t1,21,11,31,25,10,15
Spis11345,74,36,332,84,53,96
Spis11346.t1,64,17,128,34,31,48
Spis11347,92,35,232,70,64,76
Spis11348,323,180,1212,318,183,401
Spis11349,412,142,981,386,205,315
Spis11350.t1,60,29,119,54,26,36
Spis11351,13,17,40,28,18,9
Spis11352,632,225,1710,697,302,500
Spis11353,497,203,832,470,266,399
Spis11354.t1,1173,412,2621,1351,792,796
Spis11355,5,7,19,5,2,8
Spis11356,25,20,79,37,24,32
Spis11357,168,74,360,213,110,159
Spis11358,39,19,133,58,32,67
Spis11359,51,35,121,56,29,55
Spis11360,18,11,35,4,6,11
Spis11361,105,66,248,167,97,114
Spis11362,27,22,68,38,39,32
Spis11363,26,6,71,36,11,15
Spis11364,47,21,96,50,30,35
Spis11365,29,11,47,9,6,13
Spis11366,114,50,254,116,63,110
Spis11367,73,49,191,97,54,70
Spis11368,3,1,1,3,5,0
Spis11369,0,1,0,0,0,0
Spis11370,164,82,367,236,132,133
Spis11371,374,181,761,499,232,286
Spis11372,985,499,2082,926,559,664
Spis11373,14,11,23,14,5,9
Spis11374,160,76,416,155,83,157
Spis11375,0,0,0,0,0,0
Spis11376,105,46,174,76,57,72
Spis11377,12,16,73,17,22,29
Spis11378,28,19,82,32,28,32
Spis11379,490,256,1226,586,311,356
Spis11380,142,73,443,162,96,115
Spis11381,92,59,220,113,67,74
Spis11383,6,2,17,12,4,7
Spis11384,6,9,21,19,15,12
Spis11385,14,10,47,12,17,12
Spis11386,119,84,362,233,164,179
Spis11387,552,267,1047,536,298,345
Spis11388,421,239,1132,526,344,356
Spis11389,62,32,111,51,30,43
Spis11390,79,51,132,95,47,44
Spis11391,81,48,165,98,59,82
Spis11392,128,73,299,97,72,98
Spis11393,38,20,105,50,19,38
Spis11394,127,70,258,130,51,103
Spis11395,114,53,279,114,54,60
Spis11396,37,30,102,35,22,33
Spis11397,0,0,0,1,1,2
Spis11398,3,5,22,9,4,7
Spis11399,0,0,0,0,0,0
Spis11400,0,0,0,0,0,0
Spis11401,165,52,389,272,106,102
Spis11402,83,27,231,158,89,74
Spis11403,0,0,2,2,0,0
Spis11404,8,10,29,33,12,10
Spis11405,17,13,79,29,26,40
Spis11406,0,0,1,4,1,1
Spis11407,5,4,17,14,11,6
Spis11408,7,5,22,7,7,3
Spis11409,2,0,0,1,0,0
Spis11410,5,3,7,12,4,4
Spis11411,27,16,75,42,26,32
Spis11412,10,9,18,10,5,13
Spis11413,13,7,45,35,18,22
Spis11414,18,10,37,24,19,11
Spis11415,1,0,5,3,0,1
Spis11416,0,0,3,1,1,0
Spis11417,0,0,0,1,0,0
Spis11418,2,4,16,10,6,4
Spis11419,211,74,401,253,145,137
Spis11420,124,71,340,184,98,121
Spis11421,58,38,187,130,81,85
Spis11422.t1,284,203,759,293,195,227
Spis11423,377,200,1004,456,254,324
Spis11424,44,23,185,130,48,67
Spis11425.t2,64,27,178,102,52,65
Spis11426,382,180,855,362,249,340
Spis11427.t1,269,182,781,407,224,281
Spis11428,104,57,276,99,71,101
Spis11429,838,347,2474,709,380,795
Spis11430,120,78,314,176,96,106
Spis11431.t1,215,89,656,251,182,226
Spis11432,9,15,28,12,9,14
Spis11433,17,11,41,24,10,18
Spis11434,27,3,28,28,4,19
Spis11435,71,35,222,133,54,129
Spis11436,111,82,313,150,62,85
Spis11437,218,118,462,272,214,160
Spis11438,210,127,590,202,154,198
Spis11439,117,62,250,86,69,93
Spis11440,3,5,11,5,6,3
Spis11442,192,77,543,217,126,162
Spis11443,45,18,111,39,24,35
Spis11444,172,101,422,180,88,174
Spis11445.t1,169,102,450,178,124,169
Spis11446,204,110,540,279,148,167
Spis11447,2,2,6,12,5,0
Spis11448,2,0,2,1,0,1
Spis11449,0,0,0,0,0,0
Spis11450,7,5,23,13,11,12
Spis11451,26,29,86,45,29,31
Spis11452,22,14,54,20,10,34
Spis11453,31,33,105,29,32,25
Spis11454,20,9,57,23,17,26
Spis11455,178,80,538,271,121,220
Spis11456,177,106,531,244,125,186
Spis11457,90,68,281,140,73,127
Spis11458,0,2,5,4,6,0
Spis11459,0,0,0,4,1,0
Spis11460,32,18,135,51,27,56
Spis11461,28,14,51,24,18,36
Spis11462,203,87,480,214,108,133
Spis11463,8,3,8,5,1,7
Spis11464.t1,2243,793,4688,2052,1569,1947
Spis11465,20,17,69,19,18,26
Spis11466,39,18,71,35,25,39
Spis11467,54,28,134,56,35,60
Spis11468,21,15,137,26,17,28
Spis11469,1,1,12,6,2,2
Spis11470,2,0,0,0,0,1
Spis11471,18,10,36,27,11,27
Spis11472,450,257,1098,657,392,353
Spis11474,66,39,158,59,47,39
Spis11475.t1,300,141,673,323,194,238
Spis11476,84,57,342,142,72,98
Spis11477,134,67,433,143,118,150
Spis11478,67,52,210,89,62,96
Spis11479,66,53,159,116,40,66
Spis11480,13,13,17,5,8,10
Spis11481,47,44,140,69,23,38
Spis11482,1,2,2,2,2,0
Spis11483,932,750,2552,1412,820,1292
Spis11484,9,10,13,7,7,3
Spis11485,324,151,1147,667,294,429
Spis11486,7,7,214,17,23,71
Spis11487,61,29,145,53,60,48
Spis11488,34,24,115,36,24,21
Spis11489,136,81,385,102,93,142
Spis11490,25,11,43,23,11,17
Spis11491,38,17,74,26,21,35
Spis11492.t1,31,16,62,28,20,21
Spis11493,24,13,69,31,18,36
Spis11494,46,29,147,63,30,37
Spis11495,55,29,102,44,44,59
Spis11496,0,0,0,0,0,1
Spis11497,3,1,20,2,0,4
Spis11498,36,35,150,39,20,35
Spis11499,21,13,47,11,10,10
Spis11500,3,6,7,6,4,3
Spis11501,12,7,39,15,7,11
Spis11502,0,0,0,0,0,0
Spis11503,11,14,44,23,7,28
Spis11504,85,64,297,86,58,116
Spis11505,120,75,254,196,106,148
Spis11506,29,11,70,46,29,41
Spis11507,261,153,774,298,170,292
Spis11508,531,285,1389,751,361,440
Spis11509.t1,346,206,992,532,288,315
Spis11510,24,22,33,42,28,8
Spis11511,13,8,12,16,16,6
Spis11512,60,26,86,45,33,53
Spis11513,10,11,18,16,10,8
Spis11514,0,0,4,1,2,0
Spis11515,8,9,11,12,11,5
Spis11516,19,19,64,21,12,11
Spis11517,1,0,0,0,2,0
Spis11518,4,5,2,4,1,0
Spis11519,1,1,1,0,1,0
Spis11520,1,0,1,0,0,1
Spis11521,0,0,1,0,0,0
Spis11522,47,23,103,47,24,25
Spis11523,155,70,356,145,99,121
Spis11524,12,10,52,13,8,13
Spis11525,132,76,260,162,89,93
Spis11526,50,29,225,54,40,69
Spis11527,114,69,385,134,100,104
Spis11528,188,85,353,169,86,155
Spis11529,14,18,35,22,15,11
Spis11530,5,1,2,4,0,1
Spis11531,55,25,141,47,27,56
Spis11532,38,35,175,66,43,59
Spis11533,50,26,111,32,29,45
Spis11534,19,21,56,40,22,17
Spis11535,61,28,124,55,35,52
Spis11536,136,64,245,101,65,106
Spis11537,389,179,1026,499,291,334
Spis11538,18,16,12,16,19,12
Spis11539,30,20,121,54,30,42
Spis11540,112,79,476,179,125,136
Spis11541,75,57,298,134,63,85
Spis11542,249,119,484,408,194,232
Spis11543,6480,3350,11900,7849,5248,5054
Spis11544,22,15,49,43,21,19
Spis11545,26,19,127,40,31,47
Spis11546,3889,2394,6887,3018,2997,4493
Spis11547,578,284,1415,605,319,444
Spis11548,54,29,203,61,42,72
Spis11550,353,184,1023,353,217,338
Spis11551,54,48,165,103,54,74
Spis11552,36,10,60,39,20,29
Spis11553,256,108,747,261,151,312
Spis11554,51,15,117,37,35,38
Spis11555,34,18,84,38,28,34
Spis11556,188,69,381,89,64,161
Spis11557,30,4,58,47,24,21
Spis11558,1,0,0,0,0,0
Spis11559,19,13,72,24,12,28
Spis11560,66,15,81,34,33,21
Spis11561,49,21,70,24,25,38
Spis11562,71,24,163,76,46,61
Spis11563,63,29,146,46,39,46
Spis11564,48,39,187,44,21,48
Spis11565,312,153,877,411,193,248
Spis11566,41,17,110,47,17,42
Spis11567,100,41,365,106,66,95
Spis11568,61,42,170,96,31,71
Spis11569,61,36,143,15,15,30
Spis11570,77,48,234,97,67,83
Spis11571,301,190,949,385,233,310
Spis11572,1523,767,3829,1646,979,1530
Spis11573,319,146,850,337,197,374
Spis11574,246,92,437,200,125,129
Spis11575,179,105,581,146,94,174
Spis11576,8,20,28,13,8,14
Spis11577,21,10,83,30,21,28
Spis11578,37,18,98,25,22,22
Spis11579,25,12,40,30,14,20
Spis11580,27,30,112,38,32,31
Spis11581,336,167,881,395,208,304
Spis11582,353,289,665,468,336,415
Spis11583,183,90,678,210,128,184
Spis11584,21,5,51,26,16,27
Spis11585,37,18,132,44,21,37
Spis11586,22,16,62,19,20,23
Spis11587,2980,1035,8630,4092,2108,2649
Spis11588.t1,24,16,149,44,39,38
Spis11589,576,301,1156,471,305,488
Spis11590.t1,33,22,77,22,18,31
Spis11591,29,13,48,24,14,13
Spis11592,2,0,0,0,1,2
Spis11593,48,20,143,68,34,66
Spis11594,2,2,7,1,5,8
Spis11595,51,28,81,35,38,28
Spis11596,1,0,0,0,1,1
Spis11597,16,4,19,12,4,7
Spis11598,14,7,25,17,8,7
Spis11599,119,55,226,150,69,102
Spis11600,29,17,50,20,20,13
Spis11601,7,5,38,18,20,20
Spis11602,47,45,134,73,35,48
Spis11603,2,1,4,0,0,0
Spis11604,16,19,119,20,24,49
Spis11605,22,8,34,26,15,18
Spis11606,45,26,103,52,31,58
Spis11607,0,0,0,0,0,0
Spis11608,0,0,0,0,0,0
Spis11609,20,2,14,3,9,5
Spis11610,0,1,1,1,0,0
Spis11611,14,19,22,12,9,12
Spis11612,14,6,32,8,5,3
Spis11613,36,15,63,19,19,16
Spis11614,15,6,33,22,8,12
Spis11615,27,16,71,26,27,19
Spis11616,6,2,16,6,2,1
Spis11617,3,2,2,6,1,1
Spis11618,38,20,114,41,23,39
Spis11619,104,85,214,110,61,66
Spis11620,9,10,29,8,9,3
Spis11621,21,15,29,27,19,25
Spis11622,190,81,383,190,111,133
Spis11623,8,1,52,8,9,21
Spis11624,114,64,259,153,77,81
Spis11625,234,132,615,249,163,216
Spis11626,30,16,55,40,29,38
Spis11627,338,199,987,330,202,332
Spis11628,4,13,33,15,9,10
Spis11629,66,42,146,68,48,65
Spis11630.t2,70,36,172,102,68,74
Spis11631,30,20,114,50,13,41
Spis11632,9,7,27,9,5,18
Spis11633,65,40,175,108,65,77
Spis11634,453,221,1055,403,242,502
Spis11635,32,9,64,29,20,38
Spis11636,24,6,38,24,6,16
Spis11637,2741,750,5957,3482,1645,1874
Spis11638,43,23,99,52,17,22
Spis11639,8,3,96,0,10,53
Spis11640,82,45,230,84,58,61
Spis11641,27,13,55,22,15,17
Spis11642,3,2,2,0,0,1
Spis11643,32,36,333,67,57,92
Spis11644,98,74,232,95,66,104
Spis11645,67,55,220,76,67,87
Spis11646,0,1,5,2,1,3
Spis11647,1,0,7,3,5,6
Spis11648,2,0,2,3,0,1
Spis11649,20,15,48,24,18,19
Spis11650,26,27,87,20,9,35
Spis11651,69,60,204,84,44,75
Spis11652,12,9,21,16,4,15
Spis11653,54,17,162,37,34,50
Spis11654,74,49,217,112,50,93
Spis11655,79,59,241,102,60,86
Spis11656.t1,105,67,211,80,59,84
Spis11657,162,66,528,153,116,165
Spis11658,44,25,74,69,37,26
Spis11659,11,13,66,20,9,16
Spis11660,91,50,170,111,60,66
Spis11661,5,4,12,6,4,3
Spis11662,426,225,869,555,261,311
Spis11663,25,8,2,2,0,7
Spis11664,15,12,36,18,17,8
Spis11665,5,8,10,4,4,6
Spis11666,13,8,7,19,13,2
Spis11667,0,0,27,0,0,2
Spis11668,0,2,36,2,8,16
Spis11669,2,2,76,6,6,21
Spis11670,0,0,3,0,0,1
Spis11671,0,0,1,0,0,0
Spis11672,58,33,129,44,38,64
Spis11673.t1,331,204,1408,338,277,412
Spis11674,227,136,617,298,191,248
Spis11675,578,260,1201,639,363,325
Spis11676,3,6,11,10,6,4
Spis11677,89,46,178,65,54,66
Spis11678,18,15,40,12,10,20
Spis11679,2,2,2,4,1,3
Spis11680,119,48,342,143,79,143
Spis11681,1,5,0,5,5,2
Spis11682,25,19,67,42,23,30
Spis11683,6,3,8,14,10,3
Spis11684,4,2,4,12,6,1
Spis11685,24,14,28,30,12,14
Spis11686,39,18,51,33,14,33
Spis11687,0,0,0,0,0,0
Spis11688,0,0,0,0,0,0
Spis11689,0,0,0,0,0,0
Spis11690.t2,325,126,843,439,233,228
Spis11691,32,28,124,67,27,28
Spis11692,13,7,35,11,5,18
Spis11693,0,0,0,0,0,0
Spis11694,2,4,17,6,5,4
Spis11695,0,0,0,0,1,0
Spis11696,0,1,6,0,0,1
Spis11697,0,0,1,0,0,0
Spis11698,0,0,2,0,1,0
Spis11699,2,2,6,2,5,2
Spis11700,157,68,323,203,96,109
Spis11701,7,6,16,7,0,8
Spis11702,105,63,209,123,76,64
Spis11703,11,5,9,18,7,8
Spis11704,15,13,17,24,19,5
Spis11705,55,51,136,74,59,50
Spis11706,120,93,274,177,110,88
Spis11707,117,59,299,204,68,92
Spis11708,112,40,268,153,84,81
Spis11709,4,1,6,0,1,1
Spis11710,1,0,3,0,0,0
Spis11711,3,2,6,3,0,4
Spis11712,1,1,1,0,0,0
Spis11713,20,13,58,34,9,20
Spis11714,23,13,60,61,35,33
Spis11715,23,4,15,10,4,11
Spis11716,0,0,0,0,0,0
Spis11717,2,1,17,10,4,3
Spis11718,7,7,24,15,6,4
Spis11719,57,35,142,68,38,58
Spis11720,1,3,6,1,3,1
Spis11721,178,124,554,274,135,165
Spis11722,272,110,652,277,164,215
Spis11723.t2,245,128,457,231,183,185
Spis11724,36,19,73,39,28,24
Spis11725,306,181,867,372,173,274
Spis11726,1,2,1,0,0,1
Spis11727,1,0,6,4,3,1
Spis11728,0,0,0,0,0,1
Spis11729,3,1,11,0,1,1
Spis11730,34,13,50,27,19,13
Spis11731,3,3,17,7,1,6
Spis11732,6,0,10,8,1,6
Spis11733,2,1,3,5,0,0
Spis11734,0,0,0,0,0,0
Spis11735,11,7,2,6,5,4
Spis11736,10,6,22,15,12,16
Spis11737,516,270,1202,551,310,433
Spis11738,422,246,1026,328,250,204
Spis11739,65,38,173,51,34,59
Spis11740.t1,447,213,1040,449,233,401
Spis11741.t1,191,127,606,260,151,205
Spis11742,25,15,79,41,16,43
Spis11743,29,16,91,22,13,34
Spis11744,71,38,224,99,67,78
Spis11745,225,137,617,258,135,255
Spis11746,0,0,0,0,2,0
Spis11747,8,7,19,6,3,13
Spis11748,0,0,1,0,1,0
Spis11749,0,0,0,0,0,0
Spis11750,7,4,8,8,8,6
Spis11751,114,60,325,179,83,101
Spis11752,0,0,0,0,0,0
Spis11753,17,10,37,32,18,14
Spis11754,180,65,355,235,102,118
Spis11755,0,4,62,0,3,28
Spis11756,1023,543,1187,985,527,681
Spis11757,477,199,788,421,263,279
Spis11758,78,61,128,94,78,77
Spis11759,1372,711,3184,1750,972,1118
Spis11760,2,1,7,0,0,1
Spis11761,54,27,87,42,28,62
Spis11762,24,14,41,29,14,14
Spis11763.t1,803,386,1831,815,485,693
Spis11764,37,16,70,43,14,32
Spis11766,69,40,173,79,56,61
Spis11767.t1,193,122,469,228,196,141
Spis11768.t1,145,111,246,145,81,119
Spis11769,1092,341,2188,1064,563,621
Spis11770,18,0,21,4,7,5
Spis11771,83,76,179,70,45,70
Spis11772,36,25,120,50,25,46
Spis11773,32,15,96,53,20,23
Spis11774,101,51,410,111,86,123
Spis11775,47,43,519,56,52,129
Spis11776,15,7,36,15,9,15
Spis11777,371,97,563,242,174,298
Spis11778,134,49,251,109,64,137
Spis11779,37,66,1150,36,72,340
Spis11780.t1,165,82,361,161,77,104
Spis11781,84,39,174,77,55,56
Spis11782,26,11,71,25,20,31
Spis11783,75,57,312,149,78,105
Spis11784,0,1,0,0,0,0
Spis11785,21,22,65,34,15,29
Spis11786,158,99,542,154,92,216
Spis11787,251,72,336,215,130,126
Spis11788,17,12,54,31,24,26
Spis11789,56,25,132,81,29,45
Spis11790,56,31,91,47,25,42
Spis11791,44,31,150,52,38,40
Spis11792,8,4,19,7,6,5
Spis11793,1,0,2,0,0,1
Spis11794,1,1,1,0,0,0
Spis11795,1,4,11,8,5,5
Spis11796,2,0,2,0,0,0
Spis11797,13,7,35,16,11,20
Spis11798,0,0,0,0,2,0
Spis11799,32,12,70,38,27,27
Spis11800,0,0,0,0,0,0
Spis11801,1,0,3,1,1,3
Spis11802,3,4,3,4,2,3
Spis11803,15,15,16,31,25,3
Spis11804,8,5,20,13,9,8
Spis11805,73,37,108,75,72,55
Spis11806,4,4,6,5,9,2
Spis11807,28,17,55,30,29,15
Spis11808,4,2,5,4,2,2
Spis11809,1,3,2,3,3,0
Spis11810,2,3,0,10,5,0
Spis11811,4,6,12,14,5,7
Spis11812,30,19,27,30,14,14
Spis11813,1,1,0,3,1,1
Spis11814,1,8,3,9,8,0
Spis11815,7,6,7,11,7,1
Spis11816,1,2,1,2,0,0
Spis11817,3,1,5,2,5,0
Spis11818,72,36,157,105,62,65
Spis11819,0,0,1,0,2,0
Spis11820,0,1,1,1,0,0
Spis11821,0,1,1,0,0,1
Spis11822,0,0,1,0,0,0
Spis11823,3,1,17,4,1,3
Spis11824,4,7,12,2,2,8
Spis11825,27,11,45,27,13,15
Spis11826,1,0,1,0,0,0
Spis11827,179,93,510,210,86,160
Spis11828,99,22,152,54,43,60
Spis11829,6,1,5,2,1,0
Spis11830,66,35,140,48,28,71
Spis11831.t1,90,46,177,79,44,55
Spis11832,461,137,941,595,210,309
Spis11833,125,36,171,91,43,58
Spis11834,0,0,9,2,3,5
Spis11835,17,4,11,3,1,4
Spis11836,2,0,2,0,0,0
Spis11837,6,1,8,1,0,1
Spis11838,32,16,96,68,25,68
Spis11839,94,46,274,85,42,63
Spis11841,17,16,60,27,18,20
Spis11842.t1,412,173,942,405,271,300
Spis11843,142,68,333,131,88,128
Spis11844.t1,96,57,214,75,46,96
Spis11845,169,80,467,112,84,177
Spis11846,359,188,1088,353,224,379
Spis11847,0,4,0,1,0,1
Spis11848,67,40,139,69,57,62
Spis11849,0,0,1,1,0,1
Spis11850,0,0,0,0,0,0
Spis11851,98,82,191,136,79,77
Spis11852,14,17,39,21,16,10
Spis11853,20,10,81,55,18,31
Spis11854,31,32,50,30,14,20
Spis11855,52,15,167,54,32,40
Spis11856,160,82,400,163,101,175
Spis11857,623,299,1783,692,369,555
Spis11858,276,118,739,211,188,269
Spis11859,97,49,207,87,68,99
Spis11860.t1,3509,1513,7332,3496,2028,2613
Spis11861,31,11,56,18,14,18
Spis11862,32,12,65,35,23,34
Spis11863,68,23,122,48,20,46
Spis11864,2,7,102,4,11,48
Spis11865,91,40,88,48,55,51
Spis11866,33,25,40,17,22,12
Spis11867,49,24,69,34,26,47
Spis11868,0,0,2,0,0,1
Spis11869,12,8,22,9,11,16
Spis11870,0,0,0,2,0,0
Spis11871,58,60,116,77,37,38
Spis11872,21,9,33,16,16,14
Spis11873,6,5,19,10,9,10
Spis11874,28,18,43,25,29,18
Spis11875,11,9,26,9,12,8
Spis11876,102,59,180,115,47,90
Spis11877,31,17,83,28,15,35
Spis11878.t1,1293,345,1672,995,708,545
Spis11879.t1,86,65,371,119,72,90
Spis11880,220,94,474,227,154,194
Spis11881,121,54,342,99,65,118
Spis11882,85,35,222,126,75,97
Spis11883,81,57,217,120,48,78
Spis11884,204,72,591,263,114,156
Spis11885,11,16,51,33,10,12
Spis11886,354,168,891,254,143,209
Spis11887.t1,53,52,420,87,66,131
Spis11888.t1,57,33,190,79,50,75
Spis11889.t2,27,23,112,36,28,38
Spis11890,20,8,16,14,8,11
Spis11891,27,5,13,8,8,5
Spis11892.t1,192,120,497,156,103,168
Spis11893,127,54,321,147,72,95
Spis11894,88,38,185,74,57,67
Spis11895,2167,1116,3132,2767,1507,1166
Spis11896.t1,207,107,381,124,83,169
Spis11897,314,164,552,209,126,247
Spis11898,178,142,629,260,148,197
Spis11899,21,10,115,30,20,42
Spis11900,38,37,320,65,50,111
Spis11901,167,73,391,170,104,113
Spis11902,110,45,356,212,103,128
Spis11903,122,79,788,131,97,250
Spis11904,24,12,125,38,15,31
Spis11905,14,9,26,18,14,5
Spis11906,3046,2095,7742,642,342,360
Spis11907.t1,1561,902,5082,800,439,632
Spis11908,309,162,888,296,195,297
Spis11909,0,1,0,0,0,0
Spis11910,7,3,21,10,6,7
Spis11911,99,47,187,136,57,75
Spis11912,189,129,658,180,123,164
Spis11913,479,204,1124,632,346,417
Spis11914,1072,554,2188,1314,790,831
Spis11915,2,0,1,1,0,1
Spis11916,41,40,125,39,40,49
Spis11917,0,0,0,0,0,2
Spis11918,40,31,37,14,15,9
Spis11919,6,4,11,10,2,5
Spis11920,2,1,8,2,3,7
Spis11921,0,0,3,1,1,0
Spis11922,4,1,0,3,2,1
Spis11923,47,17,66,24,21,39
Spis11924,63,69,159,79,51,53
Spis11925,101,63,258,175,99,78
Spis11926,11,11,12,20,5,5
Spis11927,66,52,137,85,54,49
Spis11928,17,10,37,9,4,15
Spis11929,1,0,0,0,0,1
Spis11930,9,3,15,11,8,2
Spis11931,6,4,9,10,4,6
Spis11932,2,3,5,3,1,2
Spis11933,45,16,131,57,38,49
Spis11934,477,209,1220,426,283,424
